name_last,name_first,key_fangraphs,full_name
iburg,ham,1006252,ham iburg
igarashi,ryota,10232,ryota igarashi
igawa,kei,7794,kei igawa
iglesias,raisel,17130,raisel iglesias
iglesias,josé,10231,josé iglesias
ignasiak,mike,1006254,mike ignasiak
ignasiak,gary,1006253,gary ignasiak
iguchi,tadahito,8581,tadahito iguchi
ilsley,blaise,1006255,blaise ilsley
imlay,harry,1006256,harry imlay
incaviglia,pete,1006257,pete incaviglia
inciarte,ender,4922,ender inciarte
india,jonathan,21523,jonathan india
infante,alexis,1006258,alexis infante
infante,greg,9119,greg infante
infante,omar,1609,omar infante
inge,brandon,470,brandon inge
ingersoll,bob,1006259,bob ingersoll
ingerton,scotty,1006260,scotty ingerton
inglett,joe,7254,joe inglett
ingraham,charlie,1006261,charlie ingraham
ingram,riccardo,1006264,riccardo ingram
ingram,garey,1006262,garey ingram
ingram,mel,1006263,mel ingram
inks,bert,1006265,bert inks
innis,jeff,1006266,jeff innis
iorg,dane,1006267,dane iorg
iorg,garth,1006268,garth iorg
iott,happy,1006269,happy iott
iott,hooks,1006270,hooks iott
irabu,hideki,1255,hideki irabu
irelan,hal,1006271,hal irelan
ireland,tim,1006272,tim ireland
iribarren,hernan,4177,hernan iribarren
irvin,cal,-1,cal irvin
irvin,monte,1006275,monte irvin
irvin,cole,19244,cole irvin
irvine,daryl,1006273,daryl irvine
irving,alexandra,-1,alexandra irving
irwin,walt,1006281,walt irwin
irwin,,-1,
irwin,charlie,1006278,charlie irwin
irwin,ed,1006274,ed irwin
irwin,bill,1006277,bill irwin
irwin,,-1,
irwin,phil,9489,phil irwin
irwin,john,1006279,john irwin
irwin,tommy,1006280,tommy irwin
irwin,arthur,1006276,arthur irwin
isaac,luis,-1,luis isaac
isales,orlando,1006282,orlando isales
isbel,kyle,21614,kyle isbel
isbell,frank,1006283,frank isbell
ishii,kazuhisa,655,kazuhisa ishii
ishikawa,travis,4793,travis ishikawa
isringhausen,jason,1158,jason isringhausen
ivey,tyler,20237,tyler ivey
ivie,mike,1006284,mike ivie
ivory,bill,-1,bill ivory
ivory,k. b.,-1,k. b. ivory
iwakuma,hisashi,13048,hisashi iwakuma
iwamura,akinori,7781,akinori iwamura
izquierdo,hank,1006285,hank izquierdo
izquierdo,hansel,522,hansel izquierdo
izturis,maicer,2437,maicer izturis
izturis,cesar,656,cesar izturis
jablonski,ray,1006286,ray jablonski
jacklitsch,fred,1006287,fred jacklitsch
jackman,will,-1,will jackman
jackson,john,-1,john jackson
jackson,alex,17276,alex jackson
jackson,bill,1006289,bill jackson
jackson,jay,7432,jay jackson
jackson,lincoln,-1,lincoln jackson
jackson,lou,1006305,lou jackson
jackson,edgar,-1,edgar jackson
jackson,charlie,1006292,charlie jackson
jackson,,-1,
jackson,larry,1006304,larry jackson
jackson,general,-1,general jackson
jackson,zach,19493,zach jackson
jackson,michael,732,michael jackson
jackson,darrin,1006296,darrin jackson
jackson,bo,1006290,bo jackson
jackson,herbert,1006291,herbert jackson
jackson,reggie,1006308,reggie jackson
jackson,ryan,6596,ryan jackson
jackson,darrell,1006294,darrell jackson
jackson,george,1006297,george jackson
jackson,mike,1006306,mike jackson
jackson,drew,17807,drew jackson
jackson,sanford,-1,sanford jackson
jackson,,-1,
jackson,freddie,-1,freddie jackson
jackson,randy,1006307,randy jackson
jackson,roy lee,1006311,roy lee jackson
jackson,francis,-1,francis jackson
jackson,luke,11752,luke jackson
jackson,jim,1006300,jim jackson
jackson,austin,9848,austin jackson
jackson,zach,8356,zach jackson
jackson,damian,471,damian jackson
jackson,shoeless joe,1006301,shoeless joe jackson
jackson,edwin,1841,edwin jackson
jackson,ryan,472,ryan jackson
jackson,brett,9632,brett jackson
jackson,ken,1006303,ken jackson
jackson,al,1006288,al jackson
jackson,,-1,
jackson,john,1006302,john jackson
jackson,sam,-1,sam jackson
jackson,charles,-1,charles jackson
jackson,,-1,
jackson,jelly,-1,jelly jackson
jackson,bozo,-1,bozo jackson
jackson,steven,7341,steven jackson
jackson,chuck,1006293,chuck jackson
jackson,conor,5997,conor jackson
jackson,dick,-1,dick jackson
jackson,jack,-1,jack jackson
jackson,sam,-1,sam jackson
jackson,travis,1006314,travis jackson
jackson,ron,1006310,ron jackson
jackson,matthew,-1,matthew jackson
jackson,sam,1006312,sam jackson
jackson,tom,-1,tom jackson
jackson,dick,-1,dick jackson
jackson,danny,1006295,danny jackson
jackson,ron,1006309,ron jackson
jackson,andre,21298,andre jackson
jackson,henry,1006299,henry jackson
jackson,grant,1006298,grant jackson
jackson,big train,-1,big train jackson
jackson,sonny,1006313,sonny jackson
jacobs,jake,1006322,jake jacobs
jacobs,art,1006315,art jacobs
jacobs,otto,1006326,otto jacobs
jacobs,mike,1006325,mike jacobs
jacobs,tony,1006329,tony jacobs
jacobs,mike,2231,mike jacobs
jacobs,eddie,-1,eddie jacobs
jacobs,bucky,1006319,bucky jacobs
jacobs,elmer,1006320,elmer jacobs
jacobs,spook,1006328,spook jacobs
jacobs,ray,1006327,ray jacobs
jacobsen,bucky,2368,bucky jacobsen
jacobson,merwin,1006324,merwin jacobson
jacobson,mark,-1,mark jacobson
jacobson,baby doll,1006316,baby doll jacobson
jacobson,beany,1006317,beany jacobson
jacobus,larry,1006323,larry jacobus
jacoby,harry,1006321,harry jacoby
jacoby,brook,1006318,brook jacoby
jacome,jason,1006330,jason jacome
jacquez,thomas,1006332,thomas jacquez
jacquez,pat,1006331,pat jacquez
jaeckel,jake,1006333,jake jaeckel
jaeger,charlie,1006334,charlie jaeger
jaeger,joe,1006335,joe jaeger
jaha,john,1006336,john jaha
jahn,art,1006337,art jahn
jaime,juan,6127,juan jaime
jakubauskas,chris,7831,chris jakubauskas
jakucki,sig,1006338,sig jakucki
jamerson,tincy,-1,tincy jamerson
jamerson,charles,1006339,charles jamerson
james,bert,1006341,bert james
james,chris,1006347,chris james
james,dion,1006349,dion james
james,bill,1006344,bill james
james,jeff,1006350,jeff james
james,bill,1006343,bill james
james,josh,16794,josh james
james,cleo,1006348,cleo james
james,johnny,1006351,johnny james
james,charlie,1006346,charlie james
james,bernie,1006342,bernie james
james,rick,1006353,rick james
james,skip,1006354,skip james
james,mike,1453,mike james
james,tice,-1,tice james
james,justin,6140,justin james
james,art,1006340,art james
james,bob,1006345,bob james
james,chuck,4886,chuck james
james,johnny,-1,johnny james
james,delvin,1215,delvin james
james,lefty,1006352,lefty james
jameson,drey,26260,drey jameson
jamieson,charlie,1006355,charlie jamieson
janeski,gerry,1006356,gerry janeski
janish,paul,7412,paul janish
jankowski,travis,13768,travis jankowski
jankowski,jordan,13313,jordan jankowski
jannis,mickey,11071,mickey jannis
janowicz,vic,1006357,vic janowicz
jansen,danny,16535,danny jansen
jansen,larry,1006358,larry jansen
jansen,kenley,3096,kenley jansen
jansen,ray,1006359,ray jansen
janssen,casey,7355,casey janssen
jantzen,walter,1006360,walter jantzen
january,don,-1,don january
janvrin,hal,1006361,hal janvrin
janzen,marty,1006362,marty janzen
jaramillo,jason,8358,jason jaramillo
jaramillo,rudy,-1,rudy jaramillo
jaramillo,tony,-1,tony jaramillo
jarmon,donald,-1,donald jarmon
jarvis,roy,1006365,roy jarvis
jarvis,kevin,1037,kevin jarvis
jarvis,pat,1006363,pat jarvis
jarvis,ray,1006364,ray jarvis
jaso,john,5887,john jaso
jasper,hi,1006366,hi jasper
jasper,john,-1,john jasper
jaster,larry,1006367,larry jaster
jata,paul,1006368,paul jata
jauss,dave,-1,dave jauss
javery,al,1006369,al javery
javier,stan,1006372,stan javier
javier,cristian,17606,cristian javier
javier,julian,1006371,julian javier
javier,al,1006370,al javier
jax,griffin,20253,griffin jax
jay,jon,5227,jon jay
jay,joey,1006373,joey jay
jaye,myles,11769,myles jaye
jean,domingo,1006374,domingo jean
jeanes,tex,1006375,tex jeanes
jeffcoat,hal,1006377,hal jeffcoat
jeffcoat,mike,1006378,mike jeffcoat
jeffcoat,george,1006376,george jeffcoat
jefferies,daulton,19345,daulton jefferies
jefferies,gregg,1006379,gregg jefferies
jeffers,w. w.,-1,w. w. jeffers
jeffers,ryan,24618,ryan jeffers
jeffers,ron,-1,ron jeffers
jefferson,don,-1,don jefferson
jefferson,willie,-1,willie jefferson
jefferson,eddie,-1,eddie jefferson
jefferson,jesse,1006380,jesse jefferson
jefferson,stan,1006382,stan jefferson
jefferson,ralph,-1,ralph jefferson
jefferson,george,-1,george jefferson
jefferson,reggie,1006381,reggie jefferson
jefferson,bob,-1,bob jefferson
jeffress,jeremy,9490,jeremy jeffress
jeffries,harry,-1,harry jeffries
jeffries,,-1,
jeffries,jim,-1,jim jeffries
jeffries,m.,-1,m. jeffries
jeffries,sonny boy,-1,sonny boy jeffries
jeffries,irv,1006383,irv jeffries
jelic,chris,1006384,chris jelic
jelincich,frank,1006385,frank jelincich
jelks,greg,1006386,greg jelks
jeltz,steve,1006387,steve jeltz
jemison,charlie,-1,charlie jemison
jenkins,honey,-1,honey jenkins
jenkins,joe,1006390,joe jenkins
jenkins,john,1006391,john jenkins
jenkins,fats,-1,fats jenkins
jenkins,tyrell,11378,tyrell jenkins
jenkins,geoff,690,geoff jenkins
jenkins,,-1,
jenkins,jeff,-1,jeff jenkins
jenkins,jack,1006389,jack jenkins
jenkins,tom,1006392,tom jenkins
jenkins,joe,-1,joe jenkins
jenkins,fergie,1006388,fergie jenkins
jenkins,bill,-1,bill jenkins
jenkins,mack,-1,mack jenkins
jenkins,barney,-1,barney jenkins
jenkins,,-1,
jenkins,pee wee,-1,pee wee jenkins
jenkins,horace,-1,horace jenkins
jenkins,chad,10326,chad jenkins
jenks,bobby,8645,bobby jenks
jennings,thurman,-1,thurman jennings
jennings,bill,1006394,bill jennings
jennings,dan,8073,dan jennings
jennings,alamazoo,1006393,alamazoo jennings
jennings,andrew,-1,andrew jennings
jennings,doug,1006395,doug jennings
jennings,jason,434,jason jennings
jennings,desmond,1965,desmond jennings
jennings,dan,-1,dan jennings
jennings,hughie,1006396,hughie jennings
jennings,robin,1006397,robin jennings
jensen,jackie,1006398,jackie jensen
jensen,woody,1006400,woody jensen
jensen,willie,1006399,willie jensen
jensen,marcus,691,marcus jensen
jensen,ryan,1117,ryan jensen
jensen,kyle,7706,kyle jensen
jepsen,kevin,6475,kevin jepsen
jerez,williams,14338,williams jerez
jerzembeck,mike,1006401,mike jerzembeck
jessee,dan,1006402,dan jessee
jestadt,garry,1006403,garry jestadt
jester,virgil,1006404,virgil jester
jeter,shawn,1006406,shawn jeter
jeter,derek,826,derek jeter
jeter,johnny,1006405,johnny jeter
jethroe,sam,1006407,sam jethroe
jevne,fred,-1,fred jevne
jewell,vail,-1,vail jewell
jewell,jake,16958,jake jewell
jewett,trent,-1,trent jewett
jewett,nat,1006408,nat jewett
jimenez,a. j.,7077,a. j. jimenez
jimenez,houston,1006411,houston jimenez
jimenez,jobel,-1,jobel jimenez
jimenez,luis,2602,luis jimenez
jimenez,jose,435,jose jimenez
jimenez,manny,1006413,manny jimenez
jimenez,luis,6341,luis jimenez
jimenez,german,1006410,german jimenez
jimenez,kelvin,2902,kelvin jimenez
jimenez,d'angelo,1038,d'angelo jimenez
jimenez,cesar,3762,cesar jimenez
jimenez,miguel,1006414,miguel jimenez
jimenez,jason,1506,jason jimenez
jimenez,juan,1006412,juan jimenez
jimenez,elvio,1006409,elvio jimenez
jimerson,charlton,2171,charlton jimerson
jiménez,eduardo,19642,eduardo jiménez
jiménez,eloy,17484,eloy jiménez
jiménez,eusebio,-1,eusebio jiménez
jiménez,ubaldo,3374,ubaldo jiménez
jiménez,bienvenido,-1,bienvenido jiménez
jiménez,joe,15761,joe jiménez
jiménez,dany,21170,dany jiménez
jirschele,mike,-1,mike jirschele
joaquin,waldis,6580,waldis joaquin
jodie,brett,1006415,brett jodie
joe,connor,16572,connor joe
johjima,kenji,5811,kenji johjima
john,tommy,1006515,tommy john
johns,tommy,1006507,tommy johns
johns,pete,1006491,pete johns
johns,doug,1006449,doug johns
johns,richard,-1,richard johns
johns,keith,1006478,keith johns
johns,ollie,1006488,ollie johns
johns,augie,1006421,augie johns
johnson,randy,1006494,randy johnson
johnson,adam,733,adam johnson
johnson,nick,828,nick johnson
johnson,jack,-1,jack johnson
johnson,mex,-1,mex johnson
johnson,rodney,-1,rodney johnson
johnson,jimmy,-1,jimmy johnson
johnson,darrell,1006439,darrell johnson
johnson,youngy,1006514,youngy johnson
johnson,bob,1006431,bob johnson
johnson,rankin,1006492,rankin johnson
johnson,bill,1006425,bill johnson
johnson,abbie,1006417,abbie johnson
johnson,walter,1006511,walter johnson
johnson,rondin,1006501,rondin johnson
johnson,,-1,
johnson,bob,1006428,bob johnson
johnson,nate,-1,nate johnson
johnson,ken,1006476,ken johnson
johnson,brian,14272,brian johnson
johnson,tom,1006508,tom johnson
johnson,u.,-1,u. johnson
johnson,bucky,-1,bucky johnson
johnson,frank,-1,frank johnson
johnson,davey,1006440,davey johnson
johnson,ray,-1,ray johnson
johnson,si,1006502,si johnson
johnson,jonathan,59,jonathan johnson
johnson,elliot,4751,elliot johnson
johnson,wallace,1006513,wallace johnson
johnson,sarah,-1,sarah johnson
johnson,buster,-1,buster johnson
johnson,tyler,3404,tyler johnson
johnson,,-1,
johnson,shang,-1,shang johnson
johnson,kelly,2234,kelly johnson
johnson,paul,1006490,paul johnson
johnson,alex,1006418,alex johnson
johnson,tommy,-1,tommy johnson
johnson,chet,1006436,chet johnson
johnson,steamboat,-1,steamboat johnson
johnson,don,1006448,don johnson
johnson,mike,1006486,mike johnson
johnson,howard,1006462,howard johnson
johnson,frank,1006459,frank johnson
johnson,johnny,-1,johnny johnson
johnson,ben,2731,ben johnson
johnson,,-1,
johnson,chris,1191,chris johnson
johnson,derek,-1,derek johnson
johnson,lee,-1,lee johnson
johnson,larry,1006480,larry johnson
johnson,dj,12578,dj johnson
johnson,deron,1006444,deron johnson
johnson,bryce,20002,bryce johnson
johnson,roy,1006497,roy johnson
johnson,abe,1006416,abe johnson
johnson,lefty,-1,lefty johnson
johnson,otis,1006489,otis johnson
johnson,jason,-1,jason johnson
johnson,jing,1006467,jing johnson
johnson,bart,1006422,bart johnson
johnson,chris,-1,chris johnson
johnson,vic,1006510,vic johnson
johnson,claude,-1,claude johnson
johnson,bob,1006429,bob johnson
johnson,cecil,-1,cecil johnson
johnson,,-1,
johnson,earl,1006450,earl johnson
johnson,judy,-1,judy johnson
johnson,william,1006433,william johnson
johnson,lance,1006482,lance johnson
johnson,rontrez,1651,rontrez johnson
johnson,mark,240,mark johnson
johnson,jason,147,jason johnson
johnson,josh,-1,josh johnson
johnson,josh,4567,josh johnson
johnson,jimmy,-1,jimmy johnson
johnson,monk,-1,monk johnson
johnson,art,1006420,art johnson
johnson,dicta,-1,dicta johnson
johnson,bill,-1,bill johnson
johnson,art,1006419,art johnson
johnson,mark,-1,mark johnson
johnson,fred,-1,fred johnson
johnson,george,-1,george johnson
johnson,pearley,-1,pearley johnson
johnson,jim,3656,jim johnson
johnson,bill,-1,bill johnson
johnson,tom,-1,tom johnson
johnson,hank,1006461,hank johnson
johnson,jimmy,-1,jimmy johnson
johnson,leamon,-1,leamon johnson
johnson,,-1,
johnson,don,1006447,don johnson
johnson,brian,1006432,brian johnson
johnson,frank,-1,frank johnson
johnson,dane,1006443,dane johnson
johnson,lefty,1006424,lefty johnson
johnson,lloyd,1006483,lloyd johnson
johnson,a. j.,-1,a. j. johnson
johnson,al,-1,al johnson
johnson,,-1,
johnson,micah,13809,micah johnson
johnson,ed,1006451,ed johnson
johnson,heavy,-1,heavy johnson
johnson,bert,-1,bert johnson
johnson,steve,4053,steve johnson
johnson,jerry,1006464,jerry johnson
johnson,charlie,1006434,charlie johnson
johnson,erik,1006455,erik johnson
johnson,connie,1006438,connie johnson
johnson,ernie,1006454,ernie johnson
johnson,lou,1006469,lou johnson
johnson,ron,1006499,ron johnson
johnson,s.,-1,s. johnson
johnson,syl,1006505,syl johnson
johnson,pierce,13435,pierce johnson
johnson,kris,886,kris johnson
johnson,tracey,-1,tracey johnson
johnson,alan,917,alan johnson
johnson,bob,1006430,bob johnson
johnson,cliff,1006437,cliff johnson
johnson,jeff,1006465,jeff johnson
johnson,dave,1006441,dave johnson
johnson,spud,1006503,spud johnson
johnson,tony,1006509,tony johnson
johnson,ken,1006477,ken johnson
johnson,gary,1697,gary johnson
johnson,johnny,1006471,johnny johnson
johnson,billy,1006426,billy johnson
johnson,john henry,1006472,john henry johnson
johnson,eddie,-1,eddie johnson
johnson,m.,-1,m. johnson
johnson,leonard,-1,leonard johnson
johnson,jim,1006468,jim johnson
johnson,bill,1006427,bill johnson
johnson,john wesley,-1,john wesley johnson
johnson,,-1,
johnson,mark,1376,mark johnson
johnson,dave,1006442,dave johnson
johnson,charles,523,charles johnson
johnson,ralph,-1,ralph johnson
johnson,tommy,-1,tommy johnson
johnson,footer,1006456,footer johnson
johnson,roy,1006500,roy johnson
johnson,erik,12520,erik johnson
johnson,adrian,-1,adrian johnson
johnson,ban,-1,ban johnson
johnson,joe,1006473,joe johnson
johnson,reed,1702,reed johnson
johnson,rankin,1006493,rankin johnson
johnson,roy,1006498,roy johnson
johnson,russ,1216,russ johnson
johnson,elmer,1006452,elmer johnson
johnson,sherman,13906,sherman johnson
johnson,randy,60,randy johnson
johnson,lou,1006484,lou johnson
johnson,lamar,1006481,lamar johnson
johnson,ellis,1006512,ellis johnson
johnson,jack,-1,jack johnson
johnson,keith,1006479,keith johnson
johnson,ernie,1006453,ernie johnson
johnson,dan,2167,dan johnson
johnson,,-1,
johnson,,-1,
johnson,tim,1006506,tim johnson
johnson,,-1,
johnson,daniel,19643,daniel johnson
johnson,rob,8029,rob johnson
johnson,george,1006435,george johnson
johnson,randy,1006495,randy johnson
johnson,bob,-1,bob johnson
johnson,ben,1006423,ben johnson
johnson,johnny,-1,johnny johnson
johnson,stan,1006504,stan johnson
johnson,fred,1006457,fred johnson
johnson,mark,1006485,mark johnson
johnson,mike,1006487,mike johnson
johnston,doc,1006446,doc johnston
johnston,wade,-1,wade johnston
johnston,mike,1868,mike johnston
johnston,charles,-1,charles johnston
johnston,joel,1006474,joel johnston
johnston,greg,1006460,greg johnston
johnston,fred,1006458,fred johnston
johnston,dick,1006445,dick johnston
johnston,jimmy,1006466,jimmy johnston
johnston,rex,1006496,rex johnston
johnston,johnny,1006470,johnny johnston
johnstone,,-1,
johnstone,john,1006475,john johnstone
johnstone,jay,1006463,jay johnstone
johnstone,jim,-1,jim johnstone
joiner,roy,1006516,roy joiner
jok,stan,1006517,stan jok
jokisch,eric,11157,eric jokisch
jolley,smead,1006518,smead jolley
jolly,dave,1006519,dave jolly
jones,a.,-1,a. jones
jones,david,-1,david jones
jones,,-1,
jones,jake,1006565,jake jones
jones,doug,1006552,doug jones
jones,red,1006583,red jones
jones,,-1,
jones,davy,1006544,davy jones
jones,rookie,-1,rookie jones
jones,garrett,2714,garrett jones
jones,ruppert,1006588,ruppert jones
jones,ron,1006587,ron jones
jones,broadway,1006532,broadway jones
jones,jason,1775,jason jones
jones,joe,-1,joe jones
jones,mike,1006576,mike jones
jones,terry,1006596,terry jones
jones,brandon,6987,brandon jones
jones,gary,-1,gary jones
jones,nippy,1006578,nippy jones
jones,willie,1006601,willie jones
jones,chris,1006539,chris jones
jones,bob,1006530,bob jones
jones,darryl,1006547,darryl jones
jones,tom,1006599,tom jones
jones,carroll,1006549,carroll jones
jones,stacy,1006594,stacy jones
jones,,-1,
jones,hal,1006559,hal jones
jones,john,1006571,john jones
jones,tim,1006598,tim jones
jones,charlie,1006536,charlie jones
jones,jim,-1,jim jones
jones,jim,-1,jim jones
jones,dick,1006551,dick jones
jones,fielder,1006555,fielder jones
jones,barry,1006526,barry jones
jones,eugene,-1,eugene jones
jones,ricky,1006585,ricky jones
jones,jeff,1006566,jeff jones
jones,deacon,1006550,deacon jones
jones,elijah,1006554,elijah jones
jones,,1006521,
jones,,1006522,
jones,nolan,20529,nolan jones
jones,earl,1006553,earl jones
jones,walter,-1,walter jones
jones,dale,1006545,dale jones
jones,casey,-1,casey jones
jones,bobby,1454,bobby jones
jones,howie,1006562,howie jones
jones,slim,-1,slim jones
jones,jacque,735,jacque jones
jones,greg,1782,greg jones
jones,todd,436,todd jones
jones,cobe,1006543,cobe jones
jones,art,1006525,art jones
jones,steve,1006593,steve jones
jones,calvin,1006534,calvin jones
jones,collins,-1,collins jones
jones,clarence,1006541,clarence jones
jones,alex,1006523,alex jones
jones,charlie,1006537,charlie jones
jones,adam,6368,adam jones
jones,jacoby,14818,jacoby jones
jones,jimmy,1006569,jimmy jones
jones,bill,1006527,bill jones
jones,ken,1006572,ken jones
jones,james,9767,james jones
jones,randy,1006582,randy jones
jones,red,-1,red jones
jones,curtis,-1,curtis jones
jones,charley,1006535,charley jones
jones,damon,23310,damon jones
jones,tracy,1006600,tracy jones
jones,marcus,1006575,marcus jones
jones,mitch,3006,mitch jones
jones,odell,1006579,odell jones
jones,bobby,1039,bobby jones
jones,ryder,15982,ryder jones
jones,ruben,-1,ruben jones
jones,timothy,1006597,timothy jones
jones,,-1,
jones,henry,1006560,henry jones
jones,chris,1006538,chris jones
jones,al,1006524,al jones
jones,brer,-1,brer jones
jones,mike,1006577,mike jones
jones,sherman,1006592,sherman jones
jones,johnny,-1,johnny jones
jones,oscar,1006580,oscar jones
jones,lynn,1006573,lynn jones
jones,pete,-1,pete jones
jones,cowboy,1006542,cowboy jones
jones,mack,1006574,mack jones
jones,dax,1006548,dax jones
jones,johnny,1006570,johnny jones
jones,jim,1006568,jim jones
jones,tex,1006595,tex jones
jones,hunter,4656,hunter jones
jones,sad sam,1006589,sad sam jones
jones,arthur,-1,arthur jones
jones,andruw,96,andruw jones
jones,jeff,1006567,jeff jones
jones,earl,-1,earl jones
jones,sam,1006590,sam jones
jones,dalton,1006546,dalton jones
jones,,-1,
jones,ross,1006586,ross jones
jones,frank,1006556,frank jones
jones,cleon,1006540,cleon jones
jones,binky,1006529,binky jones
jones,hank,-1,hank jones
jones,taylor,19533,taylor jones
jones,chipper,97,chipper jones
jones,tommy,-1,tommy jones
jones,nate,4696,nate jones
jones,jahmai,18872,jahmai jones
jones,ray,-1,ray jones
jones,levin,1006520,levin jones
jones,bumpus,1006533,bumpus jones
jones,willie,-1,willie jones
jones,,-1,
jones,benny,-1,benny jones
jones,rick,1006584,rick jones
jones,bob,-1,bob jones
jones,gordon,1006558,gordon jones
jones,gary,1006557,gary jones
jones,al,-1,al jones
jones,bill,1006528,bill jones
jones,,-1,
jones,mint,-1,mint jones
jones,sug,-1,sug jones
jones,bud,-1,bud jones
jones,ri,1006563,ri jones
jones,will,-1,will jones
jones,sheldon,1006591,sheldon jones
jones,bob,1006531,bob jones
jones,jack,1006564,jack jones
jones,,-1,
jones,casey,-1,casey jones
jones,henry,1006561,henry jones
jones,percy,1006581,percy jones
jonnard,claude,1006603,claude jonnard
jonnard,bubber,1006602,bubber jonnard
joost,eddie,1006604,eddie joost
jorda,lou,-1,lou jorda
jordan,brian,658,brian jordan
jordan,ricardo,1006616,ricardo jordan
jordan,tim,1006619,tim jordan
jordan,harold,-1,harold jordan
jordan,taylor,10466,taylor jordan
jordan,dutch,1006607,dutch jordan
jordan,scott,1006617,scott jordan
jordan,jimmy,1006609,jimmy jordan
jordan,charlie,1006606,charlie jordan
jordan,niles,1006613,niles jordan
jordan,buck,1006605,buck jordan
jordan,harry,1006608,harry jordan
jordan,kevin,1006610,kevin jordan
jordan,milt,1006612,milt jordan
jordan,mike,1006611,mike jordan
jordan,hen,-1,hen jordan
jordan,slats,1006618,slats jordan
jordan,larnie,-1,larnie jordan
jordan,rip,1006614,rip jordan
jordan,bill,-1,bill jordan
jordan,tom,1006620,tom jordan
jordan,ricky,1006615,ricky jordan
jordan,cecil,-1,cecil jordan
jorge,felix,14532,felix jorge
jorgens,orville,1006623,orville jorgens
jorgens,arndt,1006621,arndt jorgens
jorgensen,mike,1006622,mike jorgensen
jorgensen,spider,1006625,spider jorgensen
jorgensen,terry,1006626,terry jorgensen
jorgensen,ryan,7056,ryan jorgensen
jorgensen,pinky,1006624,pinky jorgensen
jose,victor,-1,victor jose
jose,felix,1610,felix jose
joseph,kevin,1160,kevin joseph
joseph,tommy,10349,tommy joseph
joseph,newt,-1,newt joseph
joseph,donnie,6491,donnie joseph
joseph,caleb,7087,caleb joseph
joseph,corban,5503,corban joseph
joseph,rick,1006628,rick joseph
joseph,wilson,-1,wilson joseph
josephson,duane,1006627,duane josephson
joshua,von,1006629,von joshua
joss,addie,1006630,addie joss
jost,mike,-1,mike jost
jourdan,ted,1006631,ted jourdan
journell,jimmy,1161,jimmy journell
joy,pop,1006638,pop joy
joyce,bill,1006633,bill joyce
joyce,mike,1006636,mike joyce
joyce,matt,3353,matt joyce
joyce,bob,1006634,bob joyce
joyce,george,1006632,george joyce
joyce,jim,-1,jim joyce
joyce,c. e.,-1,c. e. joyce
joyce,dick,1006635,dick joyce
joyner,wally,1006637,wally joyner
judd,mike,1006639,mike judd
judd,ralph,1006641,ralph judd
judd,oscar,1006640,oscar judd
jude,frank,1006642,frank jude
juden,jeff,1006643,jeff juden
judge,aaron,15640,aaron judge
judge,joe,1006644,joe judge
judnich,wally,1006645,wally judnich
judson,howie,1006646,howie judson
judy,lyle,1006647,lyle judy
judy,josh,1975,josh judy
juelich,red,1006648,red juelich
julian,joseph,-1,joseph julian
julien,edouard,-1,edouard julien
julio,jorge,148,jorge julio
julks,corey,-1,corey julks
jumonville,george,1006649,george jumonville
jumper,howard,-1,howard jumper
jung,josh,26299,josh jung
junge,eric,1611,eric junge
jungels,ken,1006650,ken jungels
jungmann,taylor,13119,taylor jungmann
junis,jakob,13619,jakob junis
junk,janson,23301,janson junk
jurado,ariel,17030,ariel jurado
jurak,ed,1006651,ed jurak
juran,eli,-1,eli juran
juran,johnny,-1,johnny juran
jurewicz,mike,1006652,mike jurewicz
jurges,billy,1006653,billy jurges
jurisich,al,1006654,al jurisich
jurrjens,jair,5556,jair jurrjens
just,joe,1006656,joe just
justice,david,923,david justice
justice,charley,-1,charley justice
justis,walt,1006655,walt justis
jutze,skip,1006657,skip jutze
juul,harry,1006659,harry juul
juul,herb,1006658,herb juul
ka'aihue,kila,4707,kila ka'aihue
kaat,jim,1006660,jim kaat
kaczmarski,kevin,18146,kevin kaczmarski
kading,jack,1006661,jack kading
kafora,jake,1006662,jake kafora
kahdot,ike,1006663,ike kahdot
kahl,nick,1006666,nick kahl
kahle,bob,1006664,bob kahle
kahler,george,1006665,george kahler
kahn,s. l.,-1,s. l. kahn
kahn,owen,1006667,owen kahn
kahn,lou,-1,lou kahn
kahnle,tommy,11384,tommy kahnle
kahoe,mike,1006668,mike kahoe
kainer,don,1006669,don kainer
kaiser,ken,-1,ken kaiser
kaiser,bob,1006671,bob kaiser
kaiser,jeff,1006674,jeff kaiser
kaiser,don,1006672,don kaiser
kaiser,cecil,-1,cecil kaiser
kaiser,al,1006670,al kaiser
kaiserling,george,1006673,george kaiserling
kalahan,john,-1,john kalahan
kalbfus,charlie,1006676,charlie kalbfus
kalfass,bill,1006677,bill kalfass
kalin,frank,1006679,frank kalin
kaline,al,1006678,al kaline
kalish,ryan,6962,ryan kalish
kallio,rudy,1006680,rudy kallio
kamieniecki,scott,1006681,scott kamieniecki
kaminsky,rob,15792,rob kaminsky
kamm,willie,1006683,willie kamm
kammeyer,bob,1006682,bob kammeyer
kamp,ike,1006684,ike kamp
kampouris,alex,1006685,alex kampouris
kane,jerry,1006689,jerry kane
kane,john,1006691,john kane
kane,jim,1006690,jim kane
kane,harry,1006687,harry kane
kane,john,1006692,john kane
kane,steve,-1,steve kane
kane,tom,1006693,tom kane
kane,frank,1006686,frank kane
